Node,dA,dPC,dPCintra,dPCflux,dPCconnector,Component,BC
336,0.0475363,0.1182289,0.0003455,0.0260929,0.0917904,12,0
337,0.0556996,0.1420393,0.0004744,0.0299216,0.1116433,12,0
338,0.0328332,0.0194252,0.0001648,0.0188395,0.0004209,12,4.68E-05
339,1.350469,0.5510251,0.2788762,0.2620509,0.010098,12,0.0002698
340,0.029283,0.0107093,0.0001311,0.0105781,0.0000001,12,4.68E-05
341,0.0743306,0.0033845,0.0008448,0.0025397,0,12,0
342,0.016258,0.0211108,0.0000404,0.0210677,0.0000027,13,2.10E-06
343,0.0157345,0.0229998,0.0000379,0.0205942,0.0023678,13,2.10E-06
344,0.0190759,0.0632517,0.0000556,0.0631397,0.0000563,13,3.44E-05
345,0.0587283,0.184723,0.0005274,0.1841956,0,13,7.40E-06
346,0.0262312,0.083154,0.0001052,0.0740668,0.008982,13,2.10E-06
347,0.0198583,0.0727307,0.0000603,0.0692996,0.0033707,13,6.17E-05
348,0.0232457,0.0451894,0.0000826,0.0451067,0,13,0
349,0.0334259,0.1456662,0.0001708,0.1452767,0.0002186,13,0.0001097
350,0.0255505,0.0979421,0.0000998,0.0728091,0.0250332,13,2.10E-06
351,0.0080789,0.0362167,0.00001,0.0302905,0.0059162,13,0.0001453
352,0.0035648,0.0153436,0.0000019,0.0153416,0,13,9.97E-05
353,0.0174542,0.0676616,0.0000466,0.050427,0.017188,13,2.90E-06
354,0.0381433,1.232372,0.0002225,0.1749398,1.05721,13,2.63E-05
355,0.017118,0.0826059,0.0000448,0.0618406,0.0207205,13,4.60E-06
356,0.1165414,0.4500445,0.0020768,0.4479676,0,13,7.61E-05
357,0.0195206,0.062785,0.0000583,0.0627267,0,13,7.10E-05
358,0.0124113,0.034632,0.0000236,0.0346084,0,13,4.00E-07
359,0.1693445,0.6598648,0.0043852,0.6528046,0.0026751,13,7.47E-05
360,0.0108085,0.0317999,0.0000179,0.0317778,0.0000042,13,3.60E-06
361,0.0715845,0.3704036,0.0007836,0.3093074,0.0603127,13,6.63E-05
